ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities
99976988,Reizz Residence,2019.0,RM 2 400 per month,Kuala Lumpur - Ampang Hilir,Service Residence,2,1.0,2.0,845 sq.ft.,Fully Furnished,"Security, Swimming Pool, Sauna, Jogging Track","Near KTM/LRT, Washing Machine, Air-Cond, Cooking Allowed"
99976984,"The Park 2, Pavilion Bukit Jalil",2021.0,RM 3 300 per month,Kuala Lumpur - Bukit Jalil,Service Residence,3,1.0,2.0,933 sq.ft.,Fully Furnished,"Gymnasium, Swimming Pool, Security, Playground, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine"
99976947,The Era,2021.0,RM 2 600 per month,Kuala Lumpur - Segambut,Condominium,2,1.0,2.0,883 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Parking, Gymnasium, Jogging Track, Sauna, Security, Playground",
99596468,Casa Ria (Cheras),2010.0,RM 1 450 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,1100 sq.ft.,Partially Furnished,"Parking, Security, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT"
99976834,Endah Regal,1995.0,RM 1 600 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1.0,2.0,1100 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Barbeque area, Lift, Playground",Air-Cond
99590251,Endah Ria,2000.0,RM 1 550 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1.0,2.0,1417 sq.ft.,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Parking, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine"
99976706,188 Suites,2013.0,RM 2 300 per month,Kuala Lumpur - KLCC,Service Residence,1,1.0,1.0,610 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Parking, Swimming Pool, Security, Lift","Air-Cond, Washing Machine"
99976540,One-Stop @ Fraser Business Park,,RM 3 000 per month,Kuala Lumpur - KLCC,Service Residence,4,,3.0,1500 sq.ft.,Fully Furnished,"Security, Gymnasium, Tennis Court, Playground, Lift","Air-Cond, Cooking Allowed, Washing Machine"
99976642,G Residence @ Desa Pandan,2015.0,RM 2 600 per month,Kuala Lumpur - Desa Pandan,Service Residence,2,1.0,2.0,1087 sq.ft.,Fully Furnished,"Gymnasium, Multipurpose hall, Swimming Pool, Security, Parking, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99825859,Lanai Residences,2020.0,RM 1 250 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,1.0,2.0,800 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Gymnasium, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99758142,Platinum Hill PV 2,2013.0,RM 1 700 per month,Kuala Lumpur - Setapak,Condominium,4,1.0,2.0,1313 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Security, Gymnasium, Parking, Squash Court, Playground",
99773350,The Ooak (Kiara 163),2022.0,RM 2 100 per month,Kuala Lumpur - Mont Kiara,Service Residence,1,,1.0,416 sq.ft.,Fully Furnished,"Gymnasium, Lift, Barbeque area, Parking, Security, Swimming Pool, Jogging Track, Minimart, Playground","Air-Cond, Washing Machine"
99976396,Majestic Maxim,2021.0,RM 1 500 per month,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,819 sq.ft.,Not Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Lift, Barbeque area",
99549965,M Vertica,2023.0,RM 2 400 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Security, Parking, Playground, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99976184,PV18 Residence,,RM 2 100 per month,Kuala Lumpur - Setapak,Service Residence,3,2.0,3.0,1219 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed"
99532235,Taman Connaught,,RM 800 per month,Kuala Lumpur - Cheras,Apartment,2,1.0,1.0,650 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT"
99940113,Taman Connaught,,RM 850 per month,Kuala Lumpur - Cheras,Apartment,2,1.0,1.0,600 sq.ft.,Fully Furnished,"Parking, Security, Lift","Air-Cond, Near KTM/LRT, Washing Machine"
99975866,Rivercity Condominium,,RM 1 750 per month,Kuala Lumpur - Jalan Ipoh,Condominium,4,2.0,3.0,1500 sq.ft.,Partially Furnished,,
99427928,Scenaria @ North Kiara Hills,2015.0,RM 2 300 per month,Kuala Lumpur - Segambut,Condominium,4,2.0,3.0,1262 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99975707,M City,2016.0,RM 2 600 per month,Kuala Lumpur - KL City,Service Residence,2,1.0,2.0,1193 sq.ft.,Partially Furnished,"Squash Court, Parking, Gymnasium, Barbeque area, Sauna, Swimming Pool, Jogging Track, Minimart, Playground, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99975784,Sri Putramas,2004.0,RM 1 400 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,2.0,2.0,1100 sq.ft.,Partially Furnished,"Gymnasium, Tennis Court, Security, Minimart, Parking, Barbeque area, Sauna, Playground, Swimming Pool, Lift, Multipurpose hall, Jogging Track, Club house, Squash Court","Air-Cond, Cooking Allowed, Washing Machine"
99975777,Maytower,2007.0,RM 1 500 per month,Kuala Lumpur - KL City,Service Residence,1,,1.0,465 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99975749,City Campus Lodge,,RM 720 per month,Kuala Lumpur - Chan Sow Lin,Studio,1,,1.0,150 sq.ft.,Fully Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet"
99975612,Taman Batu Permai,,RM 1 000 per month,Kuala Lumpur - Jalan Ipoh,Apartment,2,1.0,1.0,788 sq.ft.,Not Furnished,"Parking, Security, Lift, Playground",
95072488,Danau Idaman,2000.0,RM 1 300 per month,Kuala Lumpur - Taman Desa,Condominium,3,,2.0,938 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Security, Sauna, Minimart, Gymnasium, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine"
99975312,Aman Puri,,RM 850 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,650 sq.ft.,Partially Furnished,"Security, Barbeque area, Parking, Playground, Swimming Pool, Lift",Cooking Allowed
99597995,8 Petaling,2014.0,RM 2 599 per month,Kuala Lumpur - Sri Petaling,Condominium,4,3.0,5.0,1841 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99834968,Taman Pusat Kepong Shop Apartment,,RM 900 per month,Kuala Lumpur - Kepong,Apartment,3,,2.0,935 sq.ft.,Partially Furnished,"Parking, Minimart",Near KTM/LRT
99975230,Pandan Court,2001.0,RM 1 150 per month,Kuala Lumpur - Ampang,Apartment,3,,2.0,828 sq.ft.,Partially Furnished,"Swimming Pool, Playground, Parking, Security, Minimart, Lift","Air-Cond, Cooking Allowed"
99975441,Residensi Desa Sentralmas (Taman Desa),,RM 1 300 per month,Kuala Lumpur - Taman Desa,Condominium,3,,2.0,850 sq.ft.,Partially Furnished,"Parking, Playground, Swimming Pool, Minimart, Security, Lift",
99938835,Rumbia Residence @ Bandar Sri Permaisuri Cheras,,RM 2 500 per month,Kuala Lumpur - Cheras,Service Residence,3,2.0,2.0,990 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
96695732,,,RM 1 600 per month,Kuala Lumpur - Kepong,Service Residence,3,2.0,2.0,932 sq.ft.,Partially Furnished,"Gymnasium, Multipurpose hall, Parking, Security, Sauna, Swimming Pool, Tennis Court, Playground, Squash Court, Lift, Minimart, Jogging Track, Club house",Air-Cond
99975211,Endah Promenade,2011.0,RM 2 400 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1.0,2.0,1297 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Near KTM/LRT, Cooking Allowed, Air-Cond, Washing Machine"
99975031,Pandan Court,2001.0,RM 1 550 per month,Kuala Lumpur - Ampang,Apartment,3,1.0,2.0,828 sq.ft.,Fully Furnished,"Swimming Pool, Playground, Parking, Security, Minimart, Lift","Cooking Allowed, Air-Cond, Washing Machine"
99975010,Residensi KepongMas,2020.0,RM 1 500 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,800 sq.ft.,Partially Furnished,"Parking, Security, Lift, Playground",Cooking Allowed
99975178,Eco Sky,2018.0,RM 1 600 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,2,1.0,2.0,900 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT"
99975162,Vista Saujana,,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,980 sq.ft.,Partially Furnished,"Security, Parking, Playground, Swimming Pool, Lift",Cooking Allowed
99974925,Parkview Service Apartment,2006.0,RM 1 999 per month,Kuala Lumpur - KLCC,Condominium,1,1.0,1.0,615 sq.ft.,Fully Furnished,"Security, Playground, Swimming Pool, Squash Court, Jogging Track, Minimart, Tennis Court, Parking, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99974915,Menara Megah,,RM 1 250 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,1.0,2.0,1100 sq.ft.,Partially Furnished,"Playground, Security, Gymnasium, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed"
99974738,Endah Puri,,RM 1 700 per month,Kuala Lumpur - Sri Petaling,Condominium,3,2.0,2.0,960 sq.ft.,Fully Furnished,"Security, Parking, Gymnasium, Playground, Swimming Pool, Tennis Court, Barbeque area, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99974677,Suasana Lumayan,2015.0,RM 1 600 per month,Kuala Lumpur - Cheras,Condominium,4,1.0,2.0,1142 sq.ft.,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed"
99974684,Avenue Court,1993.0,RM 1 350 per month,Kuala Lumpur - Old Klang Road,Apartment,3,1.0,2.0,945 sq.ft.,Fully Furnished,"Security, Jogging Track, Parking, Minimart, Playground, Swimming Pool, Gymnasium",
99974845,OUG Parklane,,RM 1 350 per month,Kuala Lumpur - OUG,Service Residence,3,2.0,2.0,950 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Minimart, Squash Court, Sauna, Playground, Security",
98317614,Icon Residence (Mont Kiara),,RM 3 200 per month,Kuala Lumpur - Solaris Dutamas,Condominium,2,2.0,2.0,1071 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine"
99891626,M Centura,2021.0,RM 1 800 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Sauna, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT"
99974800,Bukit OUG Condominium,,RM 1 000 per month,Kuala Lumpur - Bukit Jalil,Condominium,1,1.0,1.0,775 sq.ft.,Partially Furnished,"Parking, Tennis Court, Gymnasium, Squash Court, Jogging Track, Security, Minimart, Playground, Swimming Pool, Lift","Near KTM/LRT, Cooking Allowed, Air-Cond"
99974765,Lakeville Residence,2017.0,RM 1 999 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2.0,2.0,1100 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Sauna, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99974756,Kepong Sentral Condominium,2007.0,RM 1 100 per month,Kuala Lumpur - Kepong,Condominium,3,1.0,2.0,962 sq.ft.,Not Furnished,"Security, Swimming Pool, Squash Court, Jogging Track, Lift, Playground, Gymnasium, Tennis Court, Parking, Minimart","Cooking Allowed, Near KTM/LRT"
99974753,Maxim Citilights,2017.0,RM 1 700 per month,Kuala Lumpur - Sentul,Service Residence,3,2.0,2.0,1009 sq.ft.,Partially Furnished,"Swimming Pool, Jogging Track, Security, Minimart, Playground, Multipurpose hall, Parking, Lift, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed"
99974687,Pangsapuri Melur (Sentul),2006.0,RM 120 per month,Kuala Lumpur - Sentul,Apartment,3,,2.0,1000 sq.ft.,Not Furnished,Parking,
99938758,The Hamstead,,RM 1 700 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,950 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond"
99974542,One Maxim,2020.0,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Gymnasium, Jogging Track, Multipurpose hall, Parking, Playground, Barbeque area, Security, Swimming Pool, Sauna, Lift",Cooking Allowed
99974535,Ativo Suites @ Damansara Avenue,2021.0,RM 2 600 per month,Kuala Lumpur - Sri Damansara,Condominium,1,1.0,1.0,607 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Tennis Court, Squash Court, Playground, Sauna, Parking, Security, Gymnasium, Lift, Club house",
99974524,One Maxim,2020.0,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Gymnasium, Jogging Track, Multipurpose hall, Parking, Playground, Barbeque area, Security, Swimming Pool, Sauna, Lift",Cooking Allowed
99685341,Lucentia Residence @ Bukit Bintang City Centre KL,2021.0,RM 5 800 per month,Kuala Lumpur - KLCC,Service Residence,2,,2.0,885 sq.ft.,Fully Furnished,"Lift, Barbeque area, Security, Playground, Swimming Pool, Parking, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99974360,Sentul Village Mercury Service Apartment,2017.0,RM 1 450 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,900 sq.ft.,Not Furnished,"Squash Court, Security, Gymnasium, Club house, Lift, Multipurpose hall, Parking, Minimart, Playground, Jogging Track, Swimming Pool, Sauna, Barbeque area, Tennis Court",Cooking Allowed
99891316,Sky Awani Residensi,,RM 1 700 per month,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,850 sq.ft.,Fully Furnished,"Security, Swimming Pool, Barbeque area, Sauna, Parking, Minimart, Playground, Jogging Track, Club house, Lift, Gymnasium, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99809664,Mizumi Residences,2020.0,RM 1 400 per month,Kuala Lumpur - Kepong,Service Residence,3,2.0,2.0,932 sq.ft.,Partially Furnished,"Squash Court, Club house, Security, Minimart, Playground, Swimming Pool, Multipurpose hall, Parking, Jogging Track, Sauna, Gymnasium, Tennis Court, Lift",
99822810,The Henge Kepong,2019.0,RM 1 900 per month,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1100 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Multipurpose hall, Gymnasium, Security, Swimming Pool, Lift, Minimart, Parking, Tennis Court, Squash Court, Sauna, Club house, Playground","Air-Cond, Cooking Allowed, Washing Machine"
99401627,M City,2016.0,RM 1 500 per month,Kuala Lumpur - KL City,Service Residence,1,1.0,1.0,533 sq.ft.,Fully Furnished,"Parking, Security, Squash Court, Playground, Sauna, Jogging Track, Lift, Barbeque area, Minimart, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT"
99825406,Menara Orkid,,RM 1 200 per month,Kuala Lumpur - Sentul,Apartment,3,1.0,2.0,750 sq.ft.,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Squash Court, Tennis Court, Barbeque area, Jogging Track, Sauna, Gymnasium",
99974220,Sentul Point Suite Apartment,2020.0,RM 1 798 per month,Kuala Lumpur - Sentul,Apartment,3,1.0,2.0,876 sq.ft.,Partially Furnished,"Playground, Security, Minimart, Gymnasium, Parking, Swimming Pool, Squash Court, Lift","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine"
99974213,Lexa Residence @ The Quartz WM,,RM 2 000 per month,Kuala Lumpur - Wangsa Maju,Service Residence,3,2.0,2.0,819 sq.ft.,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area","Cooking Allowed, Air-Cond, Washing Machine"
99974152,Amaya Maluri,2013.0,RM 2 200 per month,Kuala Lumpur - Cheras,Service Residence,3,2.0,2.0,920 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Security, Swimming Pool, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
98564062,,,RM 3 499 per month,Kuala Lumpur - Ampang,Apartment,4,1.0,3.0,2080 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool, Barbeque area, Playground",Air-Cond
99974194,G Residence @ Desa Pandan,2015.0,RM 2 500 per month,Kuala Lumpur - Desa Pandan,Service Residence,2,1.0,2.0,1087 sq.ft.,Fully Furnished,"Swimming Pool, Security, Multipurpose hall, Gymnasium",
99974083,Faber Heights,1988.0,RM 2 000 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,1200 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Parking, Security, Tennis Court, Sauna, Minimart, Club house, Playground, Squash Court, Lift","Air-Cond, Cooking Allowed, Washing Machine"
99890247,The Address @ Taman Desa,2022.0,RM 3 300 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,1118 sq.ft.,Fully Furnished,"Parking, Security, Minimart, Gymnasium, Swimming Pool, Sauna, Jogging Track, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99973865,Teratai Mewah Apartment,,RM 900 per month,Kuala Lumpur - Setapak,Apartment,3,,1.0,653 sq.ft.,Partially Furnished,"Parking, Playground, Security","Air-Cond, Cooking Allowed"
99973921,Seasons Garden Residences @ Wangsa Maju,2017.0,RM 1 899 per month,Kuala Lumpur - Wangsa Maju,Condominium,3,1.0,2.0,850 sq.ft.,Fully Furnished,"Security, Playground, Parking, Gymnasium, Minimart, Swimming Pool",
99973833,The Hipster @ Taman Desa,2022.0,RM 2 500 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,921 sq.ft.,Fully Furnished,"Parking, Gymnasium, Swimming Pool, Lift, Minimart, Playground, Squash Court, Security",
99973650,Anjung Hijau,,RM 1 500 per month,Kuala Lumpur - Bukit Jalil,Condominium,2,1.0,2.0,980 sq.ft.,Fully Furnished,"Security, Minimart, Parking, Playground, Jogging Track, Barbeque area, Lift, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99973422,Setia SKY Residences,2011.0,RM 2 299 per month,Kuala Lumpur - KLCC,Condominium,2,1.0,2.0,776 sq.ft.,Fully Furnished,"Barbeque area, Security, Minimart, Parking, Playground, Swimming Pool, Gymnasium, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99973392,Sentul Village,,RM 1 350 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2.0,2.0,948 sq.ft.,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",
99921838,Bayu Tasik 1,1999.0,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,960 sq.ft.,Partially Furnished,"Gymnasium, Swimming Pool, Playground, Barbeque area, Minimart, Parking, Security, Lift, Sauna, Multipurpose hall, Jogging Track, Club house, Tennis Court, Squash Court","Cooking Allowed, Near KTM/LRT"
99973580,G Residence @ Desa Pandan,2015.0,RM 3 200 per month,Kuala Lumpur - Desa Pandan,Service Residence,3,2.0,2.0,1350 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99973577,G Residence @ Desa Pandan,2015.0,RM 4 400 per month,Kuala Lumpur - Desa Pandan,Service Residence,3,2.0,2.0,1539 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99973570,G Residence @ Desa Pandan,2015.0,RM 3 500 per month,Kuala Lumpur - Desa Pandan,Service Residence,3,2.0,2.0,1350 sq.ft.,Fully Furnished,"Multipurpose hall, Security, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99973510,The Plaza Condominium,2007.0,RM 4 500 per month,Kuala Lumpur - Taman Tun Dr Ismail,Condominium,4,1.0,3.0,2174 sq.ft.,Fully Furnished,"Parking, Playground, Gymnasium, Squash Court, Jogging Track, Sauna, Minimart, Barbeque area, Security, Swimming Pool, Tennis Court, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine"
99973277,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018.0,RM 1 000 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,1000 sq.ft.,Not Furnished,"Jogging Track, Security, Parking, Minimart, Lift, Playground",
99889103,Sofiya Residences,,RM 2 200 per month,Kuala Lumpur - Desa ParkCity,Condominium,3,1.0,2.0,862 sq.ft.,Fully Furnished,"Security, Playground",
99922907,Menara Alpha,,RM 1 300 per month,Kuala Lumpur - Wangsa Maju,Condominium,2,1.0,1.0,774 sq.ft.,Partially Furnished,"Minimart, Parking, Security, Swimming Pool, Gymnasium, Barbeque area, Sauna, Playground, Lift, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT"
99548306,Platinum Splendor Residensi Semarak,2020.0,RM 1 600 per month,Kuala Lumpur - Keramat,Condominium,3,1.0,2.0,926 sq.ft.,Not Furnished,"Gymnasium, Playground, Squash Court, Lift, Sauna, Swimming Pool, Security, Minimart, Tennis Court, Parking, Barbeque area, Multipurpose hall, Jogging Track, Club house","Cooking Allowed, Near KTM/LRT"
99920549,Heritage Condominiun,,RM 1 300 per month,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,1230 sq.ft.,Partially Furnished,"Swimming Pool, Playground, Club house, Parking, Minimart, Lift, Sauna, Gymnasium, Tennis Court, Barbeque area, Security, Squash Court, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT, Air-Cond"
99973087,,,RM 1 200 per month,Kuala Lumpur - Segambut,Apartment,3,1.0,2.0,995 sq.ft.,Partially Furnished,"Security, Lift, Parking, Multipurpose hall",Air-Cond
99973077,Damai 33,,RM 13 500 per month,Kuala Lumpur - City Centre,Townhouse Condo,4,,5.0,5000 sq.ft.,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine"
99973074,Saville,2013.0,RM 1 600 per month,Kuala Lumpur - Taman Melawati,Service Residence,3,1.0,2.0,1007 sq.ft.,Partially Furnished,"Parking, Security, Gymnasium, Multipurpose hall, Swimming Pool",Air-Cond
99972803,Platinum Splendor Residensi Semarak,2020.0,RM 2 300 per month,Kuala Lumpur - Keramat,Condominium,4,2.0,2.0,1184 sq.ft.,Fully Furnished,"Minimart, Sauna, Swimming Pool, Parking, Security, Playground, Gymnasium, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine"
99973001,M Vertica,2023.0,RM 2 800 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1030 sq.ft.,Fully Furnished,"Tennis Court, Barbeque area, Security, Playground, Multipurpose hall, Jogging Track, Parking, Swimming Pool, Lift, Gymnasium, Club house, Minimart","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine"
99972970,Majestic Maxim,2021.0,RM 2 000 per month,Kuala Lumpur - Cheras,Service Residence,3,,2.0,819 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Parking, Lift, Barbeque area, Security, Gymnasium, Jogging Track","Air-Cond, Near KTM/LRT"
99972413,Ativo Suites @ Damansara Avenue,2021.0,RM 2 000 per month,Kuala Lumpur - Sri Damansara,Service Residence,1,,1.0,499 sq.ft.,Fully Furnished,"Tennis Court, Lift, Parking, Security, Playground, Squash Court, Minimart, Sauna, Club house, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99972541,The Hipster @ Taman Desa,2022.0,RM 1 900 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,958 sq.ft.,Fully Furnished,"Security, Minimart, Swimming Pool, Lift, Gymnasium, Playground, Squash Court, Parking, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99972528,South View Serviced Apartments,2017.0,RM 2 200 per month,Kuala Lumpur - Bangsar South,Condominium,2,1.0,1.0,648 sq.ft.,Fully Furnished,,
99972524,Expressionz Professional Suites,2018.0,RM 1 700 per month,Kuala Lumpur - KL City,Service Residence,1,,1.0,320 sq.ft.,Fully Furnished,"Gymnasium, Parking, Playground, Lift, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99972631,Serini Melawati,2018.0,RM 2 000 per month,Kuala Lumpur - Taman Melawati,Service Residence,2,,2.0,836 sq.ft.,Partially Furnished,"Minimart, Gymnasium, Parking, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet"
99972403,Shamelin Star,2016.0,RM 2 000 per month,Kuala Lumpur - Cheras,Service Residence,2,,2.0,774 sq.ft.,Fully Furnished,"Minimart, Playground, Gymnasium, Tennis Court, Jogging Track, Security, Squash Court, Parking, Swimming Pool",
99972400,Pandan Terrace Apartment,,RM 1 299 per month,Kuala Lumpur - Pandan Perdana,Apartment,3,1.0,2.0,829 sq.ft.,Fully Furnished,"Parking, Security, Lift, Jogging Track, Minimart","Air-Cond, Cooking Allowed, Washing Machine"
