monthly_rent_rm
1700
1600
1500
1500
2100
1000
1500
1550
1600
1600
1200
1350
1150
1250
1350
600
1500
2200
2300
1600
2400
900
1000
1200
1300
1700
2000
1200
1750
900
1000
1950
1200
1400
1300
1700
1000
2700
650
1200
1800
2700
2700
1200
2500
900
1500
3300
2100
1850
2000
1600
2200
1500
2100
4000
2600
850
1201
1400
1300
800
1700
1800
3350
2000
2500
1000
2400
1300
1400
1600
2600
900
1203
2150
2500
1300
1600
1700
1600
2600
1800
780
1500
2000
1650
1550
1599
1500
1200
1100
2400
2100
2300
2700
2000
2500
1300
1700
1000
2700
2300
3100
2600
1000
1750
1300
3600
1200
1500
1350
1999
1000
1900
1300
2000
600
1400
1600
1300
950
1400
1400
1300
3500
1300
1500
1700
3700
1750
1100
1750
1500
2600
1300
1200
1900
2400
1800
1800
1300
1700
2000
1500
800
2150
750
1500
1700
1688
1100
800
1950
900
1900
1700
3900
2300
4800
1398
1400
3500
1400
1250
4000
2000
701
1300
800
1300
1000
2400
2000
1800
1500
1200
1300
1700
1700
1200
1550
605
1000
800
1700
3500
2500
1200
1200
1500
1400
1400
700
2500
1500
1250
800
1400
1600
1000
1800
1380
3700
1400
1700
1400
1300
1600
2300
1400
2000
2500
1600
1205
1700
1200
1400
1800
2600
1200
1700
1500
2600
3600
1600
1700
1300
1000
1800
1100
2300
2700
4000
1400
1800
1400
1300
1700
1350
1700
1350
2200
750
1350
1600
1000
700
3300
1100
1300
1100
2200
1600
1400
1400
3200
700
1700
4000
2500
650
1350
200
1700
1250
1600
2000
1800
3500
1199
1600
1150
1300
1800
2800
700
2200
1500
2400
1250
3100
1700
1099
1500
2500
2400
1200
1900
1300
1600
1500
1200
1350
4500
1600
3200
1499
4900
1500
1600
1950
1750
900
2000
1200
700
1300
700
1650
850
4500
1800
2000
1700
1400
800
3000
1400
2500
4600
2200
1300
900
2200
1699
1400
1600
1800
2800
1500
3000
1600
1600
1199
1500
1800
1203
2000
1450
746
1200
2500
1899
1800
2300
1999
1400
1500
2500
2700
1680
1600
1100
1100
1499
2800
2600
1350
1500
1600
2000
1000
1800
1900
800
2600
3200
1200
1700
2900
1800
2099
2400
1400
2200
3300
1400
1000
1200
1200
1500
1700
900
1300
1500
600
2700
2100
2600
1700
1700
2200
1600
1600
2200
1450
2200
2200
1500
2000
1200
2900
1500
1200
1300
650
1700
4000
2300
1600
1800
1200
1800
3000
1150
1450
2200
1700
1500
1600
1690
3200
1780
1400
4000
1800
1900
1100
1200
1700
1850
1140
1600
1300
4400
1200
850
1300
1588
2500
1900
1400
1500
1200
1450
2300
1300
2800
1500
3450
1400
2500
1600
3600
2200
1600
1400
800
1800
3500
2100
4000
1300
2000
1300
3800
2500
2000
1600
1100
1400
1850
1000
1400
120
3500
900
1202
1700
750
1300
1450
2100
2800
1600
1100
800
1350
1900
850
1300
1350
1200
950
750
1550
1450
1500
1400
1500
880
1500
2000
1800
1500
1400
1300
2300
1300
3500
900
1300
1800
2100
1650
1600
2100
1000
1500
3500
1280
1500
2100
1750
1500
2200
1800
1400
1800
1600
1500
1500
5000
1700
1400
1200
1600
2000
1500
2800
3200
2000
1700
2000
3000
1600
1700
1650
1700
1300
2300
1400
2000
1200
1500
1600
1400
900
1400
2299
1500
4000
900
2000
1400
1700
1800
3400
2100
3000
1499
1800
900
3000
2100
1000
1500
700
2400
2000
2300
1500
2200
1400
2100
2800
1600
900
1600
2200
1400
800
2500
1850
1250
1800
4300
900
1000
1600
1600
1299
1300
2000
1350
1600
1200
2350
1205
900
1400
1700
2600
2000
2500
1900
1300
1500
1200
2600
1500
2000
2200
1100
1200
1350
2500
1500
2200
4600
2400
2000
1100
1100
2350
800
1200
1800
1700
1850
2798
1400
1500
1350
750
2700
4899
1189
1600
1300
1500
1800
1100
2800
1900
3700
1480
1700
2200
1250
2500
2500
1300
1900
1600
1100
2200
1600
1399
2050
2500
2100
1200
1150
1800
2000
1800
2500
1750
2400
2000
1800
1850
1700
120
1100
2500
2400
1100
1000
750
3100
1000
4500
1400
2000
2998
3700
1550
1650
1100
950
2800
3100
3000
2200
1500
2800
600
2700
1500
1900
2500
1300
1300
2200
2500
1600
3500
1100
2000
2000
1200
1200
2600
1500
2300
350
2200
1300
1000
2800
2300
800
600
1600
2000
1300
2000
1600
1500
2300
700
3500
1500
4000
1400
3300
2000
1250
1200
1000
1100
2600
1400
5000
1400
1800
3000
1600
1100
2200
1300
890
1800
1750
1300
1400
5000
1700
1200
1699
1500
1600
1000
1300
1300
2000
1350
1200
1300
1499
2600
1800
1400
3300
2200
1200
1600
2200
1350
850
2500
1600
2600
1500
1600
2700
3200
1800
1250
800
800
2400
1400
2500
900
850
850
1800
1300
1300
1500
2200
1600
2400
1800
1750
1600
1800
1200
800
600
2300
1899
1100
1500
1000
1950
1000
1800
1500
1700
1850
1700
1400
1000
1600
900
2700
1000
1700
900
1350
2400
2200
2000
1550
1450
1500
1100
1200
2800
1200
2100
2250
2000
1899
3099
1900
1700
1400
1300
1900
1700
1800
2300
2600
4000
1000
800
1800
950
2100
3000
2350
1200
1400
2200
1300
750
3800
3300
3200
1300
1650
1300
1800
1800
1500
1700
1299
1300
2000
1400
4000
1500
1000
800
4700
1200
1000
1498
1300
2000
2400
2000
1200
1700
2200
2500
1300
1300
1000
1000
1200
2200
1300
1700
4000
1900
1300
1700
1700
2100
1600
1200
1500
2300
1399
3000
1700
1500
1600
1200
1600
1400
2000
1400
1100
1000
2000
1800
1000
900
2300
2200
1300
4000
1600
1350
3300
1550
1700
1350
2000
1600
3950
2399
1200
1200
1500
1400
2500
2200
1450
2000
1600
1800
2500
4000
2000
850
1799
2000
1450
2200
1500
1000
1800
1300
900
1200
3000
1000
1090
4000
4000
1600
1798
2650
1800
1500
850
2400
1800
1000
1300
1800
1600
1500
2450
2100
1800
1900
1900
2200
1600
3800
1198
1700
2700
2300
1000
1200
1100
750
1700
2800
1450
1500
1500
3200
1400
350
1250
2200
1100
1700
900
1450
1600
1600
2000
4300
1800
2000
1900
1980
4300
1600
1599
3200
1600
900
1400
1500
2000
850
2300
1600
2400
3600
1600
1250
3200
1900
1300
2500
1300
1200
1500
2000
2000
1600
1800
2400
1350
1300
950
1800
1200
1400
1650
1300
1300
1400
800
1800
1700
2000
1150
1250
700
2500
800
1500
4399
1600
1500
1999
900
1350
1200
1700
2150
1500
1500
1999
1600
1400
1600
900
1900
1600
2700
3300
700
2500
1000
900
1600
1750
1050
1100
1000
1700
1350
2700
999
1800
2600
1900
1200
2200
1400
1600
1400
1400
1999
750
2600
2299
1900
1550
2700
3000
1600
1900
2000
2300
2100
3600
800
1550
2200
2450
900
1450
1100
1800
1800
1600
2200
900
1400
1500
2000
2000
2500
850
1500
2700
1200
1600
1550
2000
2100
1600
1300
2500
3200
650
1400
1500
1000
800
3000
3200
1400
1200
1300
3000
1000
1300
1500
1450
4500
1200
1300
2100
2800
1550
750
1500
1400
1600
1600
1200
1000
3000
1800
2600
900
1000
850
1400
1100
2700
1400
2800
2499
1798
1300
1250
1000
2500
550
950
1600
1500
2500
2600
2700
1800
1948
2400
1300
1800
3300
2000
2300
2699
1100
5000
900
1700
1800
1400
1700
2500
1800
1600
1100
2600
800
1200
1800
2000
1200
1100
850
2000
1900
1500
1800
2450
1200
1500
1300
800
3000
1300
1400
1000
900
1000
1500
1600
1100
1800
1899
1700
1600
1350
1100
1600
1600
850
1599
650
1900
1900
2000
1599
800
650
1250
850
1900
950
1700
1500
1700
1900
1500
2500
1600
2100
1500
798
1000
2200
2100
1350
1800
4500
1900
200
1700
850
2700
900
1199
2400
1000
650
1900
2300
3000
2100
2000
1450
1800
1300
3200
1300
1500
1700
1500
2600
1300
2000
2300
1000
1800
1200
1650
1650
1150
1000
1700
604
1350
1200
1799
800
2200
3100
900
1800
1000
2000
800
1200
800
2300
1300
2300
1300
750
1250
3600
1150
1600
1600
700
1600
1000
2000
1200
1500
1300
2300
1300
1200
1100
1700
1199
2200
1300
1500
2000
2900
1200
1600
1350
1250
1500
1200
1200
1500
2000
1600
1450
2300
1350
3500
900
2000
1200
700
2200
1498
2000
3800
1100
1600
1300
1800
2400
1400
1500
950
3000
1500
2950
3300
2200
1300
1800
1000
1600
1900
1800
1200
1200
1600
2300
1700
1350
1350
1400
1800
1099
1400
2200
1500
2100
1500
1400
2400
1200
2300
1800
1800
1450
2100
2250
1700
3000
1200
2200
1700
1100
1350
1800
1000
2400
1650
2700
1550
1200
1650
1500
1600
1600
1600
750
2000
1200
1100
1600
2600
1750
1000
1599
950
1500
2200
1600
2500
2500
2000
2200
2100
1900
1700
2500
1400
2700
1000
1810
800
1800
1500
1350
999
650
1800
3600
2900
1700
1600
601
1450
1600
1800
1100
1500
1200
1550
1350
2400
1000
1400
2400
1500
3000
1300
1100
999
1202
1700
800
1100
900
2200
850
1700
1800
2000
3800
1600
1300
3200
1550
3300
1600
1600
1800
900
850
1600
1100
1400
3500
1800
2500
1800
1400
2100
1500
1900
1600
1500
850
1300
1298
1700
1200
1400
2500
1400
2300
2800
3000
4250
1300
1500
1500
3300
2600
4300
2500
4000
1100
2700
1800
800
900
2000
2500
2500
1100
1700
1200
2000
1800
2300
2600
2000
4500
3400
1200
2800
1300
2000
4000
1250
3800
1204
900
2490
1800
1300
1400
1200
1600
2600
1399
800
1200
1203
2100
1350
3000
3000
3500
3800
1700
1200
1700
850
2300
1100
2000
1800
1350
1000
2200
2499
1100
2250
1000
1200
2300
2200
2500
1200
1350
2000
1600
1000
2800
1200
1000
1000
1800
1300
1700
2800
2100
2200
2400
1499
850
1100
1200
2600
1500
950
800
1600
1500
1300
2200
2600
1800
1800
1350
1200
2500
1900
1400
1900
1900
2500
1700
1850
1400
1350
3000
1200
1300
1750
3599
1600
1900
800
900
3600
4300
1000
2600
950
1700
3200
2000
1200
1300
1000
1800
1400
1300
1700
2200
1300
1400
1800
1700
1200
2500
1200
1600
2600
1000
1100
1950
750
2000
1550
1050
2500
2600
1100
1000
2050
900
1600
500
3000
1400
2000
1450
4700
1600
1800
2000
1000
1400
1500
1200
1200
1800
1800
1500
2400
2380
2300
1300
1700
3000
1400
1250
1250
1800
2600
1700
1400
1280
3200
1800
1600
1300
2500
2600
2000
1900
2200
1500
1100
1350
1700
1800
1500
2500
1700
1350
1800
1400
1100
700
2300
1600
1700
1500
1200
2300
1300
2300
1850
1300
1400
2100
1800
1700
601
1350
1000
1100
1500
1000
2600
1600
1500
1500
2400
2500
1500
1900
600
2100
2500
1500
1400
2300
1700
1150
1800
1300
2700
1650
1500
1250
1800
1200
650
1400
1700
850
2600
1550
1800
1600
1700
1600
650
1400
2000
1400
1700
1000
2100
1200
1499
1300
2600
1000
1500
1700
1900
1850
3400
950
2500
1900
3300
2100
1350
1500
1600
1400
2500
1400
3600
4500
1600
1900
1999
1700
1300
2500
3000
2080
1400
1700
1400
3500
3500
900
1300
2800
1600
1300
850
2800
1500
1450
1600
2299
1500
1600
1500
1550
1500
2500
1350
1500
1700
1900
850
750
1600
1800
600
2700
2300
1800
3450
2900
1100
1900
3600
2300
2500
900
1200
1900
1500
1499
2100
2000
4000
2300
1499
1800
4000
950
2000
1400
2200
1000
1000
3500
1700
1700
1900
1500
1500
1800
1600
1200
1799
1900
1800
1700
1800
1100
1999
2400
3300
850
1500
1200
850
1200
1000
1400
1000
1400
2200
2000
2500
1650
2100
1200
1700
2500
2500
1600
1600
1800
1600
2000
700
1900
2400
850
1600
1599
1600
1500
750
1900
1700
1350
1300
2700
1300
2100
2000
700
1000
2000
3000
1500
1600
1800
2400
900
1400
1900
2400
1400
1800
1600
2500
1300
2200
1300
2700
1300
2000
2500
1500
850
750
1700
1199
1880
3900
2800
1400
1700
700
1700
1000
1300
1100
1800
1300
1600
2500
3500
1200
1400
1499
1500
2000
2000
900
1700
2500
2400
1499
2400
4700
4500
1700
1450
1400
1200
1399
3200
2200
1400
1300
1600
2500
1500
605
1700
2400
1100
1800
1000
2200
1600
1300
900
1200
1550
2500
2400
1000
2100
750
1700
2700
1800
1400
2000
1400
2200
1000
4999
2000
1150
2500
1900
1500
950
4300
1400
3800
2600
2300
3000
2000
2500
1200
1200
1700
2000
1600
1900
1450
750
1250
750
1000
2200
1300
1500
3300
1999
1200
4500
1500
1500
2700
1000
1500
3000
1000
2000
2300
1100
900
1400
4600
1198
1499
2300
2100
1300
1400
1500
1500
2000
1300
1800
2300
1600
2999
1300
2700
1200
1199
2500
1150
1700
1100
1700
1100
1300
3000
2200
3500
1600
1300
1300
1700
2400
2400
2200
1799
1500
1500
1300
2000
1100
800
1350
1800
1400
2100
1800
1199
900
3300
800
900
2800
1300
2100
2400
3000
2800
1450
1000
1000
1100
1900
1900
2000
4200
2999
1250
4500
1200
2200
900
1600
3300
1700
950
1800
4500
2100
2200
1500
1100
1800
3000
1700
1500
2400
1300
1800
1998
1000
3200
1600
2500
1300
4600
1400
1600
2000
1600
2800
2200
1300
1899
1600
1200
1400
2000
900
1500
1000
3000
1500
1400
3700
750
2000
2800
1500
2900
1600
2200
1150
1000
1800
2200
3000
2950
4500
2000
1800
1899
4600
2500
2200
550
1300
1800
2100
2480
1400
1450
800
1400
1900
1600
1800
1700
1800
2300
1200
3700
2000
2500
800
2200
1900
3000
2300
1500
1200
4600
1200
1400
1600
1600
1800
1600
4900
2200
900
1300
950
1500
1200
5000
1200
2000
999
1400
2300
1788
5200
1500
1000
1400
1300
850
2800
1600
1500
3000
1198
1800
1700
2100
1599
1200
949
1500
1300
1400
1000
2500
1548
2200
1900
1200
4800
3700
2200
3500
1100
2300
1280
2000
800
1700
850
1600
1500
1300
1500
1500
1200
2100
1600
1200
1800
1700
2300
1400
1400
1100
1100
900
1200
1300
950
1200
1000
2300
950
2450
2500
1550
1200
1500
1000
680
1799
1400
700
1999
1300
1390
3300
2100
1300
3200
1500
1000
1600
1600
2100
2400
1900
1550
2900
1400
1800
899
1700
2300
1300
1100
1800
1500
1800
2000
1400
2200
2000
800
750
1400
3200
1700
2099
1400
1350
2500
1200
1200
1650
3500
1500
2500
1400
1300
1200
1100
4000
1600
2200
1550
1750
1000
1400
1200
999
1300
850
2600
4800
1300
1400
2000
1300
1600
850
2280
1400
1000
150
1500
2700
2450
2600
4500
1900
1500
1650
2500
1100
1850
1600
2100
950
800
820
1700
1500
2000
1000
950
2000
3600
2300
1650
1300
950
1200
1500
800
1400
1800
1100
2800
2500
2400
1500
1250
2200
1500
1200
2000
1700
2100
1200
4000
1100
2000
1400
2500
1400
1900
1100
1600
1200
1999
1700
1600
2000
4000
900
1850
800
1800
1300
1950
800
1399
1550
1300
1300
1900
1450
4500
800
2299
1700
1800
1100
1400
1600
2500
1600
2800
700
1100
900
1500
1500
1700
2100
1550
1500
1700
2000
2300
2800
1999
1400
1000
1900
2000
1600
1800
1500
850
2600
2000
1899
1200
1200
1300
2500
1280
1650
1300
1500
700
1600
1100
1500
2000
3000
1000
3200
1400
4700
1500
900
1700
1600
1400
4200
700
1800
1600
3600
2999
1300
1200
2200
1100
5000
1700
2500
2500
4000
2200
1900
2850
1850
1100
2000
1000
1800
1712
2000
2350
2200
2600
1204
780
1800
1200
2000
1500
1600
1400
1100
1200
1500
900
2400
1500
603
2300
2500
1350
950
2300
2000
4400
1400
880
4000
850
2000
1100
4000
1050
3000
1998
1500
1250
1300
1390
1300
900
1250
1800
1399
3000
1350
1500
1500
1400
1500
2800
1500
1600
1600
1399
1100
2200
1350
1800
1300
750
1800
2000
1800
2899
1200
1750
1300
1500
2100
1300
1200
3500
1200
1600
1800
1799
1250
1600
1799
1700
1800
4800
1250
1400
1900
2350
1650
1000
2600
1500
1800
2000
900
2800
1200
2400
1500
5000
1100
1199
1550
120
1800
1800
1750
2400
1988
1700
1000
1450
1650
4200
1800
1200
3600
1300
2000
1300
2000
1700
3900
1650
1680
1200
1500
1099
1000
2200
2600
1250
3000
1500
2100
1800
1600
1200
1100
1750
1950
1250
2200
1450
1650
1000
4500
1000
1300
3400
2000
2200
1000
4500
2700
1100
1000
3600
1600
1300
1700
2200
980
1800
1200
3700
2100
1750
2000
2500
1500
1400
2500
1300
2500
2000
1200
2000
1700
1200
1400
1400
3500
1350
3500
1800
1900
3000
1800
3700
1800
1200
1299
1500
1780
1799
1700
1700
2000
1400
1500
3099
1000
1300
1700
1300
1500
1000
1500
3000
1400
2500
700
1000
2000
1750
1600
1800
1250
1200
1500
1400
1350
2000
750
1100
2700
3499
2600
1450
1350
1200
2000
1300
850
1800
1900
1400
1200
1300
1999
2200
1700
2500
1500
1400
3500
1600
2500
1300
1500
1399
1200
2400
1400
1800
1700
1100
1500
3088
2700
1000
1400
2000
1200
1700
2100
1700
2000
2650
1600
2400
1700
1700
1200
1200
1500
2300
850
2050
2500
1350
4000
2900
2300
1650
1700
2450
3500
750
2350
4200
4500
1400
2000
1400
2200
1750
700
2000
1800
1600
1600
2000
1800
1300
1500
1600
1500
1000
700
1650
3500
1688
1600
1800
1600
1300
1700
900
3198
2300
1800
1700
1900
1600
2000
1200
1600
1000
1100
1000
1799
1000
1300
1800
1700
3500
1000
1600
1800
1400
400
2200
1800
2700
1250
1650
1400
2400
1050
3500
950
1300
1800
3000
1400
1100
1000
2799
2200
3300
1400
450
900
2600
1000
1650
4400
1900
1100
3900
2000
2200
1200
1500
2400
1150
1099
2400
1500
1200
2600
1799
500
2500
4300
1800
1600
680
1000
3500
1250
1000
2500
1500
1300
1200
2800
2200
1700
1600
2000
2800
1400
3500
1200
800
2100
950
1500
1500
1500
1300
1800
1100
1700
2000
1300
1400
1200
2100
1400
1200
1400
2600
1400
3500
1300
1700
2500
2700
3200
2600
1600
2200
2800
950
1799
1300
1500
1100
2400
1400
604
1300
900
2200
2100
4200
1400
1700
1700
2000
2200
2300
4000
1600
1400
1200
2100
1800
1500
1600
1800
1400
2300
950
1450
2100
2000
1400
2300
1800
1200
1400
2300
1650
1800
2000
2500
2600
2200
1600
1200
3200
1200
1100
1600
701
4800
5000
1100
2000
3000
2200
900
1100
1450
4600
2800
1250
1200
1100
1400
2000
4500
2300
3100
1600
2800
2000
3400
3700
1900
1299
1800
850
2200
2100
4800
2200
4500
3300
1300
1200
1500
2700
2600
2000
1600
1400
1700
1800
1500
900
1600
1000
1300
1500
1700
1500
1800
2300
4000
1600
1205
2000
2100
2000
1600
1600
1350
1300
4800
1350
1600
1800
3000
2000
1880
1500
1800
1200
1500
1200
1300
1900
1100
4500
1300
2700
1400
600
1200
1500
1150
2000
4500
1700
1200
1799
1700
1850
710
900
750
1400
1400
1500
3700
1900
2400
900
1200
1200
1600
1400
1800
1388
1800
3700
1300
1400
1400
1700
1700
2300
1800
1200
1600
1000
2000
1800
2800
3400
1700
2900
1400
1200
1200
2400
2400
1400
1600
4000
2200
1300
1800
1800
850
1999
1300
2500
1500
2500
2200
1600
1700
1500
1700
1900
1700
1800
3100
1250
1800
1250
1700
1800
900
3000
1300
800
1500
850
1450
1300
2300
2800
1650
900
1100
2800
1300
3000
900
1099
950
1250
1800
2100
600
1500
1700
1400
1205
1600
1500
2300
1000
1700
3800
900
1600
2900
1600
1150
3500
2900
2900
1200
800
1400
1400
1700
1999
900
1500
1100
1800
2500
1800
2500
1300
200
2000
1000
1700
3200
1700
1400
1100
1450
1000
2000
2900
1200
1750
1900
1400
2000
2600
1400
1300
1500
2800
1050
1100
1300
3000
2000
1400
1200
700
2000
1990
1350
1500
1400
2800
1700
1200
2700
2200
1400
1300
2300
2200
1000
1000
1350
3500
2000
2900
1100
1800
2000
1600
1450
1300
1900
1600
1200
1500
1200
1500
1500
1100
1450
1600
1300
2000
1400
1600
1300
1350
3000
1200
2000
1500
1450
2800
1500
1700
2700
1500
2400
2000
1500
1800
1600
1600
1700
1600
1000
1300
2200
1700
1800
1200
1400
2500
1300
2200
800
1600
3500
1450
1000
2500
1900
1600
1800
1400
2400
1800
900
1000
1700
1700
1800
1400
2200
1600
900
1200
999
1400
2000
2200
2200
1400
850
1500
4300
2800
1350
1000
1650
2000
1400
680
2200
1150
1800
1600
2600
3400
1400
1100
1700
1899
1799
1700
1900
1500
1600
1150
900
5000
2800
1800
900
630
4700
1700
1750
3200
1500
1300
3300
1500
1200
4200
2000
1798
3500
1400
2000
1300
1799
1400
1500
1300
4700
850
1098
1300
3400
2000
4200
2600
2500
750
900
1600
1100
1900
1800
1100
1900
1400
1100
1750
2600
2550
850
3800
1350
1500
1080
1800
800
1400
1400
2350
1100
1650
1900
3500
1500
1800
1300
1800
2200
1700
1800
1600
3500
1900
1900
1200
1400
2600
2500
2800
1300
1999
1800
3000
2300
1100
1200
2000
2000
2999
2100
1500
3500
2500
800
1000
1400
2600
2300
1250
1600
1400
1500
1200
2700
2500
2000
700
1700
750
1000
1200
950
3600
1800
1850
2800
3800
2500
2200
1600
1499
2500
2800
1500
3500
1600
1550
1350
1200
4500
2300
2300
1100
1300
600
1100
3000
1300
1600
2000
1150
1900
1600
4000
2600
1600
1299
1200
1600
4500
4000
1100
1500
2200
4000
1500
1100
2500
1300
1600
1799
2500
1000
1500
5200
2800
950
1100
3500
1250
2700
1600
2000
2200
1600
1350
1499
2600
2400
1200
2800
2000
3500
800
1700
1700
1400
1500
1650
1100
2200
2000
830
1200
1700
2500
1000
1200
4000
850
1100
1850
1498
2650
1205
1700
650
1380
1399
1550
1500
1050
1200
2500
1500
1900
1250
5000
2400
1500
1100
1700
948
2499
2350
1100
1150
1400
2600
2200
1350
900
2300
1050
1499
1650
4000
850
1500
800
2100
999
1400
1200
1100
1300
2000
1300
2200
4000
750
1600
1000
550
2100
2300
1200
1500
2200
2700
1200
2700
1200
850
1300
2400
1400
1000
1400
1600
1799
2200
2800
1900
1400
800
1350
1800
1300
850
1250
1400
1090
3800
2000
1000
1500
1600
2400
1200
1300
2000
1400
1650
3000
2200
1100
1150
2200
750
2500
1700
1500
700
1000
2000
1600
2500
1300
1400
1999
1200
1350
2300
1700
1900
2000
1900
800
1950
2000
1300
1650
1400
1800
1500
1200
4000
1900
1800
1300
1300
2300
3300
2700
2800
1550
1200
1850
1600
1100
1500
1400
4000
1100
1500
2200
1600
1000
2000
2000
1400
1400
1850
1700
900
1500
1750
1950
1988
4000
1400
1500
1300
1500
1100
1200
2800
2400
1400
1650
1300
1550
1300
2000
1800
2400
1100
1350
1800
1800
2200
1400
1750
2000
1300
2200
900
1850
1700
1400
1300
2000
1350
1600
1600
2000
1950
750
700
850
650
2300
900
1200
2200
1800
2500
1500
3000
2800
1500
1700
1600
1300
1000
1000
5000
1500
2200
3000
2800
4500
1950
1700
1000
1700
1200
2300
550
2000
850
1400
5300
1350
1300
1100
1900
2400
1400
1500
1200
2500
1200
3400
1650
1600
1000
900
700
1800
2300
1600
1900
1500
1100
1350
699
1600
2500
1300
1600
700
1950
1799
1750
1500
1200
1300
1300
1300
1400
2800
1350
2100
1400
2100
1900
1650
1400
1600
3399
2500
2100
1000
4300
2100
4000
1600
1900
1800
1100
1388
5000
1800
1400
2800
1500
1300
2500
1650
1550
1650
3000
1500
2800
1200
1500
1200
2100
2500
1850
1300
2100
1500
1100
2600
1450
2400
1200
1900
1400
3000
1200
1000
1800
1500
3800
1100
2500
1550
2200
800
850
1400
1600
1100
1700
1700
1700
2500
1599
1800
1800
1600
1300
1500
1800
1200
720
1500
1850
1700
1600
450
700
1500
1300
2500
1700
2200
1900
2499
1199
2000
1450
950
2800
1350
2600
1850
1100
4300
1600
1800
1850
1600
2399
1400
2200
3300
1500
1500
1850
2000
1350
1100
1500
1100
1900
1899
1200
2999
2450
1300
950
1600
1800
1300
3200
1900
1000
1400
2150
2500
3900
1500
2600
1500
1750
2200
1200
1850
2200
3100
1500
2199
900
1300
1400
1500
1350
1700
1500
2500
1300
4000
1700
900
1600
1250
1300
1300
1700
2800
1700
1700
900
2400
2200
750
2400
2000
1900
1300
800
1300
1200
1600
1200
900
1350
1500
1500
1500
1340
2300
2200
2500
2000
4000
1700
2200
1199
1400
1950
2200
1400
1500
1200
2000
1200
850
3200
1000
1700
1000
2000
1000
700
1350
1100
4600
1200
1550
3000
1400
2200
1800
750
2400
1700
1050
850
3500
2000
1100
1700
1500
1350
750
1202
1500
2200
1800
1500
1800
3200
1201
1850
2200
800
1650
2500
1200
1300
1300
2000
1800
2100
1500
3200
1500
3300
2600
2000
1700
1900
1300
850
1600
850
700
1100
1000
2000
1700
1600
950
1300
900
1599
2000
1200
1600
900
2200
900
2600
3700
1500
4500
2200
1800
1200
900
2000
2200
850
2500
1100
1500
1500
1200
3200
3000
1000
1600
1400
2000
1000
1300
1600
1600
2100
2200
1850
2400
1250
850
1600
1000
2200
1300
200
1799
2800
1100
1000
1498
1100
1200
4600
1300
2000
2650
1550
2200
1800
850
999
2600
1300
2400
1400
1100
1500
1300
1200
1500
1500
1800
2500
1800
1300
1150
2200
2000
1400
2400
2000
1100
2899
850
1400
1980
899
2200
2499
1100
2100
2300
2000
1600
1650
1700
1203
1800
1200
2200
600
1300
1500
1800
3400
1800
1800
1800
800
1350
1150
750
1399
1000
1300
2000
3700
2600
1350
2000
900
3700
2000
3800
1500
1500
1000
2000
1350
2500
1000
1499
1500
1600
1700
1900
1500
1200
1500
2100
1500
603
4500
